"Date","1200000400","1200010000","1200006100","1200024100","1200028900","1200002800","1200007300","1200004300","1200007900","1200000100","1200035300","1200010300","1200005200","1200019600","1200025600","1200026200","1200004000","1200011200"
2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258
2007-01-02,0,0,0,0.25,0,0,0,0,0,0.150000005960464,0,0,0.00999999977648258,0,0,0.119999997317791,0.00999999977648258,0.0500000007450581
2007-01-03,0,0,0,0.140000000596046,0,0,0,0,0,0.100000001490116,0,0,0.00999999977648258,0,0,0,0.00999999977648258,0.00999999977648258
2007-01-04,0,0,0,0,0.100000001490116,0,0.0399999991059303,0.0399999991059303,0,0.00999999977648258,0.119999997317791,0.119999997317791,0,0.0199999995529652,0.0199999995529652,0.0199999995529652,0.150000005960464,0.0199999995529652
2007-01-05,0,0,0,0,0,0,0,0,0,0.200000002980232,0.119999997317791,0.119999997317791,0,0.140000000596046,0.0299999993294477,0.0799999982118607,0,0.140000000596046
2007-01-06,0,0,0,0,0,0,0.159999996423721,0.159999996423721,0,0,0,0,0,0,0,0,0,0
2007-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900000035762787,0,0
2007-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159999996423721,0,0
2007-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-10,0,0,0,0,0,0,0,0,0,0.119999997317791,0,0,0,0,0,0,0,0.0599999986588955
2007-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-12,0.00999999977648258,0,0.00999999977648258,0,0.109999999403954,0.00999999977648258,0.00999999977648258,0.00999999977648258,0,0,0,0,0,0,0,0.0299999993294477,0,0
2007-01-13,0,0,0,0,0,0,0.0399999991059303,0.0399999991059303,0,0,0,0,0,0,0,0,0,0
2007-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-15,0.0399999991059303,0,0.0399999991059303,0,0,0.0399999991059303,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500000007450581,0,0
2007-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700000002980232
2007-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-22,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0
2007-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-26,0.259999990463257,0.189999997615814,0.259999990463257,0.330000013113022,0.150000005960464,0.259999990463257,0.0799999982118607,0.0799999982118607,0,0,0.00999999977648258,0.00999999977648258,0,0,0,0,0,0
2007-01-27,0,0,0,0,0,0,0,0,0.0399999991059303,0.0599999986588955,0.0700000002980232,0.0700000002980232,0,0,0,0.0399999991059303,0,0
2007-01-28,0,0,0,0,0,0,0,0,0,0.119999997317791,0,0,0,0,0,0,0,0
2007-01-29,0,0,0,0,0,0,0,0,0,0.0399999991059303,0,0,0,0,0,0,0,0
2007-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319999992847443,0,0.0500000007450581
2007-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-03,0,0,0,0,0,0,0,0,0,0.709999978542328,0,0,0,0,0,0,0,0.0399999991059303
2007-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399999991059303
2007-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-09,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129999995231628,0,0.0900000035762787
2007-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660000026226044,0,0
2007-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652
2007-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599999986588955
2007-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-18,0,0,0,0,0,0,0,0,0,0,0.200000002980232,0.200000002980232,0,0,0,0,0,0
2007-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
